Mã khách hàng,Tuổi khách hàng,Thu nhập hàng năm (VND),Tình trạng sở hữu nhà,Thâm niên làm việc (năm),Mục đích khoản vay,Hạng tín dụng khoản vay,Số tiền vay đề nghị (VND),Lãi suất khoản vay (%),"Trạng thái trả nợ (0 = không vỡ nợ, 1 = vỡ nợ)",Tỷ lệ thu nhập dành cho trả nợ,Từng vỡ nợ trong hồ sơ tín dụng (Có/Không),Thời gian lịch sử tín dụng (năm),Giới tính,Tình trạng hôn nhân,Trình độ học vấn,Quốc gia cư trú,Tỉnh/Bang cư trú,Thành phố cư trú,Vĩ độ thành phố,Kinh độ thành phố,Loại hình việc làm,Thời hạn khoản vay (tháng),Tỷ lệ khoản vay trên thu nhập,Khoản nợ khác (VND),Tỷ lệ tổng nợ trên thu nhập,Số tài khoản tín dụng đang mở,Tỷ lệ sử dụng tín dụng,Số lần quá hạn trong quá khứ
CUST_17748,22,876036336.0,1,1,3,3,130362550.0,18.25,0,0.15,1,2,1,3,1,1,3,0,42.8864,-78.8784,2,24,0.1488095238095238,114470729.5619185,0.2794784525489346,3,0.4935439496808264,1
CUST_01079,24,625740240.0,3,3,2,2,208580080.0,11.34,0,0.33,0,4,0,2,0,2,2,6,51.5074,-0.1278,2,24,0.3333333333333333,41805586.07674345,0.4001431425869997,6,0.6420065055719191,0
CUST_09436,22,2033655780.0,2,3,5,2,208580080.0,13.79,0,0.1,0,4,1,3,1,1,1,7,34.0522,-118.2437,3,36,0.1025641025641025,604608075.6228293,0.399865190372989,1,0.161713637379294,0
CUST_31164,37,1903293230.0,2,4,3,1,299833865.0,12.21,0,0.16,1,11,0,1,1,1,3,0,42.8864,-78.8784,0,36,0.1575342465753424,316944120.294788,0.3240583088160241,9,0.3966721380001454,1
CUST_13603,26,2471673948.0,3,10,3,0,365015140.0,6.03,0,0.15,1,4,1,0,0,2,2,6,51.5074,-0.1278,0,24,0.1476793248945147,545845183.442199,0.3685196116499258,15,0.9165449671425132,0
CUST_06267,23,1255443501.52,3,7,5,0,247688845.0,7.29,0,0.2,1,2,1,1,0,0,4,15,43.6532,-79.3832,2,60,0.1972919089549759,123258047.4657238,0.2954707973848351,11,0.2253469873620443,0
CUST_01699,23,750888288.0,3,4,5,0,277020418.75,10.99,0,0.37,1,2,1,1,3,1,1,13,37.7749,-122.4194,1,24,0.3689236111111111,94573314.07055518,0.4948721917214871,1,0.7492140589693783,2
CUST_14793,22,1173262950.0,2,0,3,1,391087650.0,10.37,1,0.33,1,2,1,3,3,2,2,6,51.5074,-0.1278,2,36,0.3333333333333333,290592905.2394034,0.5810125984455602,8,0.2924895108431806,0
CUST_01132,24,1173262950.0,2,4,2,3,443232670.0,14.96,1,0.38,0,2,0,3,2,0,5,9,45.5017,-73.5673,2,36,0.3777777777777777,130688705.5001047,0.4891668790019361,9,0.8721367657898449,0
CUST_19462,27,876036336.0,1,5,2,0,140791554.0,5.42,0,0.16,1,6,1,2,3,1,3,0,42.8864,-78.8784,0,12,0.1607142857142857,168933468.550486,0.3535527121679642,3,0.5323540412618101,1
CUST_32030,40,782175300.0,2,2,4,1,277020418.75,10.99,1,0.35,1,13,1,1,0,2,2,8,53.4808,-2.2426,2,60,0.3541666666666667,61819760.09218495,0.433202350984728,4,0.0790734413898087,0
CUST_16653,22,1277552990.0,3,6,4,0,62574023.99999999,5.79,0,0.05,1,3,0,3,1,0,5,9,45.5017,-73.5673,2,24,0.0489795918367346,369819636.5648165,0.338454579926909,1,0.4232326108307491,0
CUST_05627,21,1188906456.0,3,5,5,0,156435060.0,6.03,0,0.13,1,4,1,3,2,1,3,0,42.8864,-78.8784,2,36,0.131578947368421,110527852.3599151,0.2245449261484329,5,0.593349594599036,0
CUST_30097,44,2555105980.0,2,19,1,2,130362550.0,15.96,0,0.05,0,13,1,3,1,2,6,4,55.8642,-4.2518,3,60,0.0510204081632653,678894813.2332758,0.316721642690248,10,0.7100283505890608,0
CUST_30660,39,1564350600.0,3,20,5,0,182507570.0,7.68,0,0.12,1,15,0,1,0,2,2,6,51.5074,-0.1278,3,36,0.1166666666666666,420503945.0263672,0.3854708241402965,10,0.6012875480708111,1
CUST_17947,29,6257402400.0,3,10,2,0,130362550.0,7.88,0,0.02,1,8,1,3,0,2,2,8,53.4808,-2.2426,0,12,0.0208333333333333,1581161920.527093,0.2735199626169308,4,0.640718571421088,1
CUST_05987,25,1251480480.0,3,0,5,2,612703985.0,13.49,0,0.49,0,4,0,1,0,2,6,3,55.9533,-3.1883,2,24,0.4895833333333333,187855827.4083645,0.6396902110757369,6,0.625607989282108,0
CUST_06172,23,651812750.0,2,7,4,0,156435060.0,7.51,0,0.24,1,2,0,3,0,0,5,9,45.5017,-73.5673,2,24,0.24,141790355.1803416,0.4575323437296088,9,0.7232904151908024,1
CUST_28212,29,1095045420.0,2,0,4,3,130362550.0,14.96,1,0.12,0,5,0,1,1,0,4,11,45.4215,-75.6972,3,36,0.119047619047619,244564424.6338135,0.3423848616560703,4,0.4410613129176322,0
CUST_17968,32,5866314750.0,3,4,0,2,521450199.9999999,13.92,0,0.09,1,10,0,1,0,1,1,13,37.7749,-122.4194,0,12,0.0888888888888888,671032014.4771866,0.2032762075163435,9,0.5978340332773239,0
CUST_10485,22,1772930680.0,3,6,2,1,260725100.0,10.99,0,0.15,1,2,0,3,0,1,1,13,37.7749,-122.4194,2,36,0.1470588235294117,207286046.449761,0.2639759984579662,6,0.9407144037279832,0
CUST_17150,24,1913696161.49,2,0,2,3,703957770.0,10.99,1,0.37,1,2,0,1,3,2,2,8,53.4808,-2.2426,0,60,0.3678524230575348,364133016.732092,0.5581297638703935,4,0.7712552961314925,0
CUST_26460,27,2669825024.0,3,2,2,3,651812750.0,15.57,0,0.24,1,10,1,3,3,2,2,8,53.4808,-2.2426,3,36,0.244140625,595088388.1351889,0.4670347782818552,14,0.6663468668303035,0
CUST_32512,54,2549891478.0,3,11,0,2,260725100.0,13.23,0,0.1,0,20,1,3,0,1,7,5,29.7604,-95.3698,0,24,0.1022494887525562,163792912.2616372,0.1664847370659894,4,0.1753444413798102,1
CUST_27641,32,4041343340.04,3,9,4,0,391087650.0,8.49,0,0.1,1,8,1,2,0,0,5,12,46.8139,-71.208,1,36,0.0967716962142912,345660518.4901,0.1823027905574605,3,0.1484497249689952,1
CUST_15108,25,648266888.64,1,9,4,1,234652590.0,10.99,0,0.36,1,3,0,1,3,0,5,12,46.8139,-71.208,2,36,0.3619691119691119,124099066.3758083,0.5534011726689202,4,0.5382155575221359,2
CUST_32467,61,277307216.36,2,3,0,1,104290040.0,12.21,1,0.38,1,25,0,1,3,1,1,7,34.0522,-118.2437,0,60,0.376081233546446,71444441.96406712,0.6337176661711131,3,0.4680407383538233,0
CUST_06226,25,750888288.0,2,1,4,4,156435060.0,17.04,1,0.21,0,4,1,1,3,2,6,3,55.9533,-3.1883,2,12,0.2083333333333333,199115906.2594457,0.4735071407312264,11,0.8867802691363362,0
CUST_03624,23,860392830.0,2,0,3,0,97120099.75,6.54,0,0.11,1,2,1,3,0,0,4,15,43.6532,-79.3832,3,36,0.1128787878787878,120261696.8774464,0.2526541238464835,13,0.6174167722632259,1
CUST_31460,42,1754679923.0,2,4,1,2,359800638.0,13.99,0,0.21,1,16,0,3,2,0,5,9,45.5017,-73.5673,2,36,0.2050520059435364,243981886.1501348,0.3440983829790676,12,0.1745899081063799,0
CUST_25479,29,1095045420.0,2,5,5,1,78217530.0,12.69,0,0.07,1,5,1,1,0,0,4,15,43.6532,-79.3832,2,60,0.0714285714285714,90140362.29715274,0.1537451225513118,13,0.3558185409696802,0
CUST_24394,30,1303625500.0,2,0,1,1,260725100.0,10.36,0,0.2,1,7,0,0,1,2,2,6,51.5074,-0.1278,2,60,0.2,220495631.0471024,0.3691403175583037,12,0.4930269753755048,0
CUST_04889,25,1101302822.4,1,10,1,0,208580080.0,6.62,0,0.19,1,4,1,3,3,2,8,14,51.6214,-3.9436,1,36,0.1893939393939394,321711990.0226705,0.4815134032500145,9,0.8723720512611031,1
CUST_03001,25,756207080.04,2,0,1,3,83432032.0,17.49,1,0.11,0,2,0,0,1,1,7,5,29.7604,-95.3698,2,60,0.1103296097090056,108731933.0124735,0.2541155327483959,8,0.4519898350624333,0
CUST_14950,24,3128701200.0,1,8,2,0,137532490.25,5.42,0,0.04,1,4,1,3,0,1,7,2,32.7767,-96.797,2,36,0.0439583333333333,721853601.6930659,0.2746782249270291,10,0.3819035940786016,0
CUST_17848,35,13036255000.0,3,17,3,2,521450199.9999999,13.85,0,0.04,0,7,1,3,3,1,3,0,42.8864,-78.8784,0,36,0.04,1642461908.350273,0.1659918518278657,14,0.5556564431300474,0
CUST_00581,22,521450199.9999999,1,6,0,1,241170717.5,10.65,0,0.46,1,4,1,1,3,0,0,17,48.4284,-123.3656,1,24,0.4625,62742347.35310487,0.5828227985205584,3,0.4864315972796127,0
CUST_09604,24,1642568130.0,3,0,4,1,156435060.0,9.91,0,0.1,1,4,0,1,3,1,3,10,40.7128,-74.006,2,60,0.0952380952380952,483219445.4759437,0.3894234240840554,6,0.4726703892404033,1
CUST_08846,24,1095045420.0,2,0,4,1,208580080.0,9.25,0,0.19,1,3,1,3,0,2,2,8,53.4808,-2.2426,2,60,0.1904761904761904,169619099.2674683,0.3453730524414853,6,0.2358251857542267,0
CUST_16284,25,2085800800.0,3,5,0,0,469305180.0,5.79,0,0.23,1,3,0,2,0,1,7,2,32.7767,-96.797,2,36,0.225,575919610.0543673,0.5011143873635331,12,0.5095392964609271,1
CUST_22614,30,1460060560.0,3,5,2,1,39108765.0,10.99,0,0.03,1,7,1,1,0,0,5,9,45.5017,-73.5673,3,60,0.0267857142857142,281286156.4152509,0.2194394740826715,10,0.1286349887704562,0
CUST_29005,28,2038870282.0,3,12,5,3,521450199.9999999,10.99,1,0.22,0,5,0,3,1,0,0,16,49.2827,-123.1207,0,36,0.2557544757033248,360773306.0664148,0.4327021261995199,9,0.780966820710202,1
CUST_32196,39,1903293230.0,3,3,3,0,260725100.0,7.51,0,0.14,1,13,0,1,0,1,1,13,37.7749,-122.4194,3,24,0.136986301369863,166735373.3857763,0.2245899195395007,12,0.6185086641970294,1
CUST_11103,23,1877220720.0,1,4,0,0,391087650.0,6.99,0,0.21,1,2,1,3,0,2,6,3,55.9533,-3.1883,1,24,0.2083333333333333,96860172.69262354,0.2599309806747837,14,0.8543763708334733,0
CUST_03772,24,748385327.04,2,3,3,1,104290040.0,9.63,0,0.14,1,3,1,1,0,1,3,0,42.8864,-78.8784,3,60,0.1393534002229654,222963042.6024129,0.437278859938046,5,0.1880454657328097,0
CUST_28445,30,1486133070.0,3,6,1,0,104290040.0,8.0,0,0.07,1,8,0,2,0,0,0,17,48.4284,-123.3656,2,12,0.0701754385964912,307052247.8282899,0.2767869823583764,5,0.2385496011790629,1
CUST_21731,31,1306232751.0,2,5,3,1,156435060.0,10.0,0,0.12,1,5,0,3,0,1,7,5,29.7604,-95.3698,2,60,0.1197604790419161,367579206.180419,0.4011645442048933,12,0.6665829293914077,1
CUST_20620,31,625740240.0,2,0,3,0,258769661.75,6.62,1,0.41,1,6,1,1,3,2,8,1,51.4816,-3.1791,2,60,0.4135416666666666,155246221.1469724,0.6616417747034655,10,0.4760470319510865,1
CUST_12817,26,1069077200.04,2,2,5,1,78217530.0,11.14,0,0.07,1,2,0,1,0,2,6,4,55.8642,-4.2518,0,36,0.0731635937957272,146027614.6848963,0.2097558012428906,2,0.6534754041569953,0
CUST_21400,34,1642568130.0,2,3,2,1,146006056.0,11.58,0,0.09,1,5,0,3,3,2,2,6,51.5074,-0.1278,2,60,0.0888888888888888,370843060.8033731,0.3146591653421238,3,0.7712110515593803,1
CUST_21599,28,1277552990.0,3,5,5,1,123844422.5,10.25,0,0.1,1,8,0,1,0,2,6,4,55.8642,-4.2518,3,36,0.096938775510204,178898742.0782676,0.2369711213139327,4,0.465874701871026,1
CUST_10881,25,1825075700.0,3,0,3,1,208580080.0,11.12,0,0.11,1,3,1,3,3,1,3,10,40.7128,-74.006,0,12,0.1142857142857142,229949627.2275004,0.2402802838411033,3,0.7728704154522436,1
CUST_17003,24,756102790.0,2,1,5,1,104290040.0,9.96,1,0.14,1,3,0,3,3,2,6,3,55.9533,-3.1883,3,24,0.1379310344827586,201020231.981517,0.4037946639259419,2,0.4514806919525493,1
CUST_06315,23,756102790.0,2,5,2,0,156435060.0,7.88,1,0.21,1,3,0,3,3,0,4,11,45.4215,-75.6972,2,60,0.2068965517241379,167107628.5367442,0.4279083384108981,8,0.6872762162334913,0
CUST_13724,24,2476992740.04,3,0,5,2,469305180.0,13.35,0,0.19,1,3,1,3,1,0,5,12,46.8139,-71.208,2,36,0.189465706707086,286956137.3180414,0.3053143051625694,6,0.4796094698414549,1
CUST_23534,30,1126332432.0,2,6,4,1,224223586.0,11.36,0,0.2,1,5,1,3,0,0,0,16,49.2827,-123.1207,0,60,0.199074074074074,279545954.0491883,0.4472654127118204,14,0.8046503964854826,2
CUST_22232,29,830044428.3599999,2,2,2,3,166864064.0,14.96,1,0.2,0,5,1,3,3,0,0,16,49.2827,-123.1207,2,36,0.201030280185953,191466545.9188335,0.431700518280476,3,0.144695140460992,0
CUST_24528,30,1929365740.0,3,0,0,0,198802888.75,10.99,0,0.1,1,5,1,3,1,1,3,10,40.7128,-74.006,1,60,0.1030405405405405,539786159.6947502,0.3828144312569529,5,0.2934693470306648,0
CUST_11714,24,1955438250.0,3,5,2,2,187722072.0,10.99,0,0.1,0,3,1,1,3,2,8,1,51.4816,-3.1791,1,36,0.096,244806414.7084152,0.221192608208628,3,0.6151985731549835,0
CUST_01419,22,1460060560.0,2,6,2,1,26072510.0,11.49,0,0.02,1,2,1,3,2,0,4,11,45.4215,-75.6972,2,60,0.0178571428571428,433142298.3081565,0.3145176446024653,1,0.6599861074077802,0
CUST_21849,35,1694817440.04,2,2,3,0,156435060.0,7.29,0,0.09,1,10,1,2,0,1,7,5,29.7604,-95.3698,0,24,0.0923020121838656,425452126.1925914,0.3433332537449332,1,0.3981120928642069,0
CUST_14697,24,2920121120.0,3,0,3,1,156435060.0,9.91,0,0.05,1,4,1,3,3,1,1,7,34.0522,-118.2437,2,60,0.0535714285714285,386231988.0880574,0.1858371710581845,1,0.9081288160675391,0
CUST_19084,30,1042900400.0,2,2,5,2,365015140.0,12.73,1,0.35,1,8,0,3,3,1,1,7,34.0522,-118.2437,3,60,0.35,250507194.9081481,0.5902024152144808,3,0.1317774171846426,1
CUST_17352,24,1284801147.78,2,4,3,2,286797610.0,13.22,0,0.22,0,2,0,1,0,1,7,5,29.7604,-95.3698,3,36,0.2232233451032915,113649155.2139255,0.3116799560039738,1,0.8095498987756138,3
CUST_02621,22,964682870.0,2,2,3,4,78217530.0,20.3,1,0.08,1,2,1,3,3,2,8,14,51.6214,-3.9436,2,24,0.081081081081081,284937219.3214381,0.3764498786232601,7,0.6262023681768699,0
CUST_11810,24,2216163350.0,2,6,0,2,260725100.0,13.72,0,0.12,0,2,0,3,3,1,7,5,29.7604,-95.3698,2,36,0.1176470588235294,595460672.3983198,0.3863369423550478,14,0.7892762602425722,0
CUST_23562,33,1512205580.0,3,7,3,1,391087650.0,10.62,1,0.26,1,5,0,3,0,2,2,8,53.4808,-2.2426,3,36,0.2586206896551724,199897097.0897529,0.3908097912783477,10,0.5448182307604913,1
CUST_27487,34,3732279806.5,3,0,4,0,312870120.0,9.32,0,0.08,1,6,1,3,0,1,7,2,32.7767,-96.797,2,36,0.0838281522878099,1050517488.355231,0.3652961940261836,6,0.2825053576561218,0
CUST_25983,33,2474176908.96,3,2,1,1,91253785.0,11.89,0,0.04,1,7,1,2,3,2,8,1,51.4816,-3.1791,2,12,0.0368824818748946,329607734.1084012,0.1701016275692698,10,0.6353183010885853,1
CUST_29155,43,6961360170.0,3,14,3,1,547522710.0,12.69,0,0.08,1,13,0,3,1,0,5,9,45.5017,-73.5673,0,36,0.0786516853932584,1942994322.235416,0.3577629904811283,3,0.8279506062882086,1
CUST_08155,23,990755379.9999999,2,1,5,0,190329323.0,10.99,0,0.19,1,2,1,1,0,2,8,14,51.6214,-3.9436,0,36,0.1921052631578947,60898321.13232137,0.2535718192439403,4,0.2543874652865249,0
CUST_31159,39,1087875479.75,2,4,4,3,299833865.0,14.09,0,0.28,0,13,0,2,3,1,7,5,29.7604,-95.3698,0,12,0.2756141402037148,110507847.3555668,0.3771954787048474,1,0.2218655812138772,0
CUST_30563,43,651812750.0,2,6,5,1,208580080.0,11.99,1,0.32,1,17,1,1,3,1,3,10,40.7128,-74.006,0,60,0.32,34911508.15113898,0.3735606401549202,13,0.4199449170557128,0
CUST_16323,23,1303625500.0,2,4,4,1,475171494.75,10.74,1,0.36,1,3,0,3,3,2,6,3,55.9533,-3.1883,2,36,0.3645,352160781.075319,0.6346395309276468,7,0.5768574803815867,0
CUST_15486,26,1720785660.0,2,2,0,3,391087650.0,16.02,1,0.23,1,2,1,1,3,0,5,12,46.8139,-71.208,2,36,0.2272727272727272,337122642.619363,0.4231847751563451,15,0.7819784422588363,0
CUST_19792,32,1733926205.04,2,11,1,1,91253785.0,11.99,0,0.05,1,8,1,3,0,0,4,15,43.6532,-79.3832,0,12,0.0526284133285215,398536337.4687232,0.2824746065000063,14,0.7059012225659588,0
CUST_00328,26,3389322009.96,2,6,0,1,651812750.0,10.75,0,0.19,1,3,1,1,0,0,0,16,49.2827,-123.1207,2,60,0.1923136096495276,432375653.9867173,0.3198835639696308,8,0.8262943242116733,1
CUST_09749,23,1668640640.0,3,4,4,0,144702430.5,7.29,0,0.09,1,4,0,3,3,2,8,1,51.4816,-3.1791,2,24,0.08671875,269249931.0449086,0.248077597789365,3,0.8697691841742472,0
CUST_30419,37,1421942550.38,3,21,4,1,521450199.9999999,10.99,0,0.37,1,15,1,3,0,2,2,8,53.4808,-2.2426,2,36,0.3667167846272324,249850525.5363634,0.5424274878969202,4,0.3059690768347439,0
CUST_15446,23,1824971409.96,2,7,2,1,391087650.0,11.89,0,0.21,1,4,1,3,3,0,5,9,45.5017,-73.5673,2,24,0.2142979598834219,166560668.9978711,0.3055655096591863,10,0.4586150431719275,0
CUST_16548,25,547522710.0,2,0,4,1,134925239.25,12.53,0,0.25,1,4,1,3,0,2,6,3,55.9533,-3.1883,2,36,0.2464285714285714,29829227.17385749,0.3009089183238764,7,0.4082007268848389,1
CUST_23090,28,1564350600.0,1,5,4,2,260725100.0,10.99,0,0.17,1,7,1,1,3,0,4,11,45.4215,-75.6972,1,36,0.1666666666666666,154826888.9352188,0.2656386547460773,9,0.2925948459186115,1
CUST_05304,25,625740240.0,2,2,4,1,221616335.0,9.88,1,0.35,1,4,0,3,0,0,4,11,45.4215,-75.6972,2,36,0.3541666666666667,123067320.2831133,0.5508414406641218,4,0.8076977998124665,1
CUST_19484,27,1277448699.96,2,3,4,1,312870120.0,12.53,0,0.24,1,6,0,0,0,2,2,8,53.4808,-2.2426,2,36,0.2449179524859172,245863871.9244772,0.4373827238165982,12,0.4812771885337007,0
CUST_03586,23,1564350600.0,2,8,2,1,93861036.0,9.99,0,0.06,1,2,1,3,3,2,2,8,53.4808,-2.2426,2,60,0.06,242145107.530569,0.2147895385667184,13,0.5020433090959358,1
CUST_13679,21,876036336.0,1,5,4,1,78217530.0,11.83,0,0.09,1,4,0,3,1,1,7,5,29.7604,-95.3698,2,24,0.0892857142857142,216075586.6253686,0.3359371118886656,11,0.35094626648404,1
CUST_05059,22,1126332432.0,3,4,4,0,207928267.25,7.49,0,0.18,1,2,1,3,2,0,5,12,46.8139,-71.208,3,36,0.1846064814814814,172382783.6682313,0.3376543550672004,11,0.1087059834043745,0
CUST_29957,36,834424610.04,2,3,4,1,130362550.0,10.62,0,0.16,1,15,1,3,3,1,1,7,34.0522,-118.2437,2,24,0.1562304711911011,185127247.3874715,0.3780926324456655,8,0.9231133781942424,0
CUST_24513,34,1918936736.0,3,10,1,1,391087650.0,12.42,0,0.2,1,7,1,1,3,1,1,13,37.7749,-122.4194,2,36,0.2038043478260869,411197825.399991,0.4180885489077379,4,0.5197945410276009,0
CUST_18780,28,1147190440.0,2,9,4,2,26072510.0,14.17,1,0.02,1,9,1,0,1,1,3,0,42.8864,-78.8784,2,24,0.0227272727272727,269963512.9872503,0.2580530770351,5,0.3473811268624278,0
CUST_28311,29,3259063750.0,3,0,4,0,260725100.0,5.79,0,0.08,1,9,0,2,3,0,4,11,45.4215,-75.6972,2,24,0.08,202521049.6749968,0.142140867810578,12,0.3222124565084967,0
CUST_14300,25,2711541040.0,3,9,1,1,365015140.0,10.99,0,0.13,1,3,1,3,0,1,7,5,29.7604,-95.3698,0,60,0.1346153846153846,703947450.7548753,0.3942269635553349,9,0.3711169590445738,2
CUST_24347,27,1251480480.0,2,0,5,1,260725100.0,10.62,0,0.21,1,6,0,3,3,1,1,7,34.0522,-118.2437,2,24,0.2083333333333333,263867112.3427043,0.4191773029833469,6,0.5593964441690108,0
CUST_25230,33,2132835608.04,3,4,3,0,234652590.0,8.0,0,0.11,1,8,1,3,3,0,4,11,45.4215,-75.6972,2,12,0.1100190699721285,240966435.2776214,0.2229984455832948,12,0.7332247744610894,0
CUST_26659,33,1095045420.0,2,0,3,2,52145020.0,14.65,0,0.05,1,10,1,1,3,0,4,15,43.6532,-79.3832,2,36,0.0476190476190476,126075792.8649589,0.1627519823469595,5,0.1429898464930154,2
CUST_17156,23,2033655780.0,2,5,4,1,443232670.0,10.99,0,0.22,1,2,1,1,0,1,1,7,34.0522,-118.2437,0,24,0.2179487179487179,320193875.6847363,0.3753961477614153,11,0.3738092246281372,1
CUST_14247,25,1590423110.0,2,1,0,1,375444144.0,12.53,0,0.24,1,2,1,3,3,2,8,14,51.6214,-3.9436,2,36,0.2360655737704918,285470113.3368209,0.4155587611757106,14,0.2958098017970583,1
CUST_07299,24,782175300.0,2,0,4,1,169471315.0,10.99,0,0.22,1,3,0,3,0,0,5,9,45.5017,-73.5673,2,24,0.2166666666666666,173932047.1716075,0.4390363159915783,10,0.8010576573956703,0
CUST_17778,25,1173262950.0,2,1,5,1,260725100.0,11.89,0,0.22,1,3,1,3,1,2,8,14,51.6214,-3.9436,2,60,0.2222222222222222,269018498.4747903,0.4515131058001878,13,0.3316228367786519,1
CUST_22999,28,1407915540.0,3,12,5,2,156435060.0,15.23,1,0.11,1,8,1,3,3,1,7,2,32.7767,-96.797,2,36,0.1111111111111111,221234581.4837919,0.268247370494818,3,0.442839621518083,2
CUST_27166,35,3259063750.0,3,8,4,0,443232670.0,7.88,0,0.14,1,6,0,1,3,0,4,11,45.4215,-75.6972,2,24,0.136,934459790.7684609,0.4227264535001688,14,0.1721760798777553,1
CUST_21313,28,1221705673.58,3,4,0,1,93861036.0,9.91,0,0.08,1,10,0,3,0,2,8,1,51.4816,-3.1791,1,60,0.0768278629049468,173706829.8049824,0.219011724011169,13,0.4161570965784971,0
CUST_04446,23,1016827890.0,2,0,0,4,125148048.0,17.99,1,0.12,1,4,0,1,1,1,7,2,32.7767,-96.797,0,60,0.123076923076923,240791208.4291985,0.3598831818324717,14,0.4922152656218032,1
CUST_19797,28,1825075700.0,2,3,0,4,91253785.0,18.39,0,0.05,0,8,1,3,0,2,8,1,51.4816,-3.1791,3,36,0.05,102330156.9831797,0.1060689931837784,6,0.7231521625678837,0
CUST_07197,23,2170171442.36,2,6,2,0,182507570.0,6.92,0,0.08,1,2,0,3,1,1,1,7,34.0522,-118.2437,0,36,0.0840982267288192,142210746.8985716,0.1496279559118378,14,0.3778612647882721,1
CUST_03967,23,1037685898.0,3,5,5,1,254206972.5,10.99,0,0.24,1,3,0,1,3,1,3,10,40.7128,-74.006,3,36,0.2449748743718593,119755485.7477181,0.36038117022548,6,0.7723230713372541,0
CUST_00488,22,1527849086.0,2,5,5,1,593149602.5,11.36,1,0.39,1,4,1,3,3,0,4,15,43.6532,-79.3832,2,12,0.3882252559726962,141269821.9192392,0.4806884601030806,15,0.1896530915659072,1
CUST_11497,23,1955438250.0,3,6,2,0,130362550.0,6.03,0,0.07,1,4,0,2,0,0,0,16,49.2827,-123.1207,1,60,0.0666666666666666,466417206.0557287,0.3051897732161723,3,0.7665099283509905,0
CUST_05592,23,1173262950.0,1,0,4,1,547522710.0,9.76,0,0.47,1,3,0,3,3,0,0,17,48.4284,-123.3656,2,12,0.4666666666666667,165984723.2961079,0.6081394058306435,6,0.1999142010051781,0
CUST_30048,42,1772930680.0,2,3,5,1,221616335.0,10.37,0,0.13,1,12,0,3,3,2,8,14,51.6214,-3.9436,0,24,0.125,331154920.2110598,0.3117839075417545,4,0.9304806088642728,0
CUST_30801,49,1694713150.0,3,0,0,1,312870120.0,10.62,0,0.18,1,17,0,1,2,0,0,17,48.4284,-123.3656,2,60,0.1846153846153846,408242449.6540785,0.4255071542072348,10,0.4040757413852431,1
CUST_00059,25,3337281280.0,2,9,0,0,782175300.0,7.29,0,0.23,1,4,0,3,2,1,1,7,34.0522,-118.2437,0,36,0.234375,558953346.287599,0.401862634212121,10,0.4937972505882463,0
CUST_02522,22,500592191.9999999,2,0,1,4,78217530.0,10.99,1,0.16,0,3,1,3,1,2,2,6,51.5074,-0.1278,2,60,0.15625,127012431.0621864,0.409974355057832,12,0.7093849366474381,0
CUST_32397,55,1251480480.0,2,1,2,1,143398805.0,10.62,1,0.11,1,22,0,1,2,1,1,7,34.0522,-118.2437,1,36,0.1145833333333333,185102189.9721377,0.2624899071315421,8,0.92719919680551,0
CUST_10336,22,521658780.08,2,2,2,1,260725100.0,10.95,1,0.5,1,2,0,3,3,0,5,12,46.8139,-71.208,0,60,0.4998000799680128,152520554.5273117,0.7921761701469641,3,0.3599029022747069,0
CUST_23557,34,1668640640.0,3,2,1,0,208580080.0,6.91,0,0.13,1,6,1,1,1,0,0,16,49.2827,-123.1207,1,36,0.125,94865217.89329237,0.1818517963779741,8,0.2421970059047575,0
CUST_07151,23,1791181437.0,2,2,4,2,182507570.0,12.53,0,0.1,1,4,1,3,1,0,5,9,45.5017,-73.5673,2,36,0.1018922852983988,158690001.1016019,0.1904874425636435,10,0.5960082498626121,1
CUST_28922,30,2033655780.0,2,10,3,3,391087650.0,14.96,1,0.19,1,9,0,3,0,2,6,4,55.8642,-4.2518,2,60,0.1923076923076923,517067523.7740785,0.4465628759327592,5,0.4504060357394222,1
CUST_00448,22,2555105980.0,2,7,3,5,625740240.0,10.99,1,0.24,0,2,0,3,1,2,2,8,53.4808,-2.2426,2,36,0.2448979591836734,679853461.6803093,0.5109743830196465,5,0.1998904040943181,0
CUST_09670,23,1564350600.0,2,0,4,0,219009084.0,7.49,0,0.14,1,3,1,1,3,0,0,16,49.2827,-123.1207,0,36,0.14,455479685.4464211,0.4311621508927865,11,0.3279382000661067,0
CUST_28772,29,1877220720.0,2,13,3,2,414552909.0,13.04,0,0.22,1,10,1,1,3,0,0,17,48.4284,-123.3656,2,12,0.2208333333333333,271138767.4473894,0.3652696079592544,1,0.7998142460592016,0
CUST_23071,29,1303625500.0,2,9,4,1,208580080.0,11.71,0,0.16,1,9,0,3,3,0,4,15,43.6532,-79.3832,2,24,0.16,292451674.0736663,0.3843371843168658,8,0.634372903509381,0
CUST_28067,34,1655708675.04,2,0,5,1,91253785.0,10.0,0,0.06,1,6,0,1,3,1,1,7,34.0522,-118.2437,3,60,0.0551146384479717,263692863.6970005,0.2143774771781185,9,0.8065000887006306,0
CUST_15402,24,3467539539.96,3,3,4,1,130362550.0,10.99,0,0.04,1,3,0,2,3,1,7,2,32.7767,-96.797,2,24,0.0375951156425757,823395098.7613614,0.2750531429476832,9,0.2098883322087668,0
